D A T E,KODEX 200,TIGER KOSDAQ150,TIGER S&P500,TIGER SYNTH-EURO STOXX 50(H),ACE Japan Nikkei225(H),TIGER CHINA A300,KOSEF 10YKTB,KBSTAR Credit,TIGER SYNTH-HY(H),KODEX Gold Futures(H),TIGER WTI Futures,KODEX INVERSE,KODEX USD Futures,KODEX USD Futures Inverse,KOSEF Enhanced Cash
2022/04/18,-0.0682,-0.0611,-0.0555,-0.1197,-0.0497,-0.1084,-0.0569,-0.0166,-0.0369,0.0955,0.3292,0.0677,0.0356,-0.0323,0.0031
2022/04/19,-0.0503,-0.0271,-0.0287,-0.0958,-0.0185,-0.107,-0.0587,-0.0164,-0.026,0.0899,0.3259,0.048,0.038,-0.0348,0.003
2022/04/20,-0.0567,-0.0606,-0.0219,-0.0993,-0.0197,-0.1341,-0.0536,-0.0167,-0.0318,0.0535,0.2704,0.0543,0.0356,-0.0343,0.003
2022/04/21,-0.0417,-0.0489,0.0067,-0.0815,0.0044,-0.147,-0.0535,-0.0151,-0.0322,0.0596,0.3123,0.0382,0.036,-0.0349,0.0032
2022/04/22,-0.0522,-0.0566,-0.0135,-0.0895,-0.0102,-0.1458,-0.0577,-0.0162,-0.0346,0.0616,0.2971,0.0501,0.0374,-0.0349,0.0033
2022/04/25,-0.0332,-0.0463,-0.0252,-0.0789,-0.0184,-0.1719,-0.0439,-0.0143,-0.0328,0.0382,0.2459,0.0287,0.042,-0.0397,0.0033
2022/04/26,-0.026,-0.0078,-0.0137,-0.0777,-0.0118,-0.1808,-0.0427,-0.013,-0.0328,0.0284,0.2295,0.0218,0.0434,-0.0408,0.0035
2022/04/27,-0.0047,0.0204,-0.0172,-0.0797,0.0136,-0.1436,-0.0372,-0.0114,-0.0336,0.0479,0.2552,0.0011,0.0508,-0.0482,0.0032
2022/04/28,-0.021,-0.0115,-0.0256,-0.0933,0.0085,-0.1327,-0.0401,-0.0136,-0.034,0.0429,0.2332,0.0171,0.0553,-0.0516,0.0033
2022/04/29,-0.0063,0.0115,-0.0149,-0.0867,0.0156,-0.1196,-0.0453,-0.0138,-0.0344,0.0644,0.2906,0.0023,0.0413,-0.0395,0.0034
2022/05/02,-0.01,-0.0008,-0.0423,-0.0969,0.0065,-0.131,-0.0552,-0.0165,-0.0344,0.0495,0.2637,0.0057,0.0488,-0.0463,0.0032
2022/05/03,-0.0219,-0.0055,-0.0799,-0.1117,-0.007,-0.1229,-0.06,-0.0182,-0.0436,0.0283,0.2688,0.0173,0.0497,-0.0468,0.0032
2022/05/04,-0.0322,-0.0198,-0.0747,-0.0942,-0.0089,-0.132,-0.06,-0.0195,-0.0329,0.0312,0.2178,0.0291,0.0572,-0.0538,0.0032
2022/05/06,-0.0456,-0.043,-0.0832,-0.1122,-0.0083,-0.16,-0.0571,-0.0188,-0.0426,0.0378,0.2752,0.0431,0.0629,-0.0574,0.0033
2022/05/09,-0.0597,-0.0672,-0.0967,-0.13,-0.0367,-0.1537,-0.0509,-0.0144,-0.0403,0.0244,0.295,0.0599,0.0652,-0.06,0.0034
2022/05/10,-0.0723,-0.0555,-0.1183,-0.1509,-0.0478,-0.1435,-0.0501,-0.0142,-0.0458,0.0137,0.2102,0.0746,0.0657,-0.0621,0.0031
2022/05/11,-0.0637,0.0004,-0.0971,-0.1279,-0.039,-0.1193,-0.0349,-0.0108,-0.0392,0.0089,0.2204,0.0657,0.0636,-0.0586,0.0032
2022/05/12,-0.0791,-0.044,-0.1187,-0.136,-0.0562,-0.1352,-0.0263,-0.0096,-0.0433,0.0146,0.2322,0.0821,0.0759,-0.0706,0.0033
2022/05/13,-0.0573,-0.0081,-0.1103,-0.1191,-0.0401,-0.1286,-0.0294,-0.0092,-0.0481,-0.0012,0.2642,0.0563,0.0702,-0.0664,0.0034
2022/05/16,-0.0594,-0.0319,-0.1027,-0.1077,-0.0299,-0.1364,-0.039,-0.0123,-0.0358,-0.028,0.2535,0.0597,0.0723,-0.0684,0.0032
2022/05/17,-0.0563,-0.0036,-0.0938,-0.0896,-0.0192,-0.1343,-0.0388,-0.0133,-0.0366,-0.0276,0.3017,0.0554,0.0661,-0.0631,0.003
2022/05/18,-0.051,0.004,-0.0718,-0.0884,-0.0117,-0.1351,-0.0419,-0.0132,-0.0424,-0.0439,0.2972,0.0493,0.0601,-0.0563,0.003
2022/05/19,-0.0646,-0.0148,-0.108,-0.1075,-0.0377,-0.1342,-0.0402,-0.0129,-0.0412,-0.0439,0.2727,0.0657,0.0686,-0.0636,0.0029
2022/05/20,-0.0479,0.0176,-0.1068,-0.1033,-0.0123,-0.1101,-0.0349,-0.0118,-0.044,-0.0255,0.2867,0.0446,0.0611,-0.0589,0.003
2022/05/23,-0.0348,0.0192,-0.0836,-0.0657,0.0232,-0.1133,-0.0365,-0.0126,-0.0403,-0.025,0.2693,0.0326,0.0587,-0.0562,0.0029
2022/05/24,-0.0272,0.0231,-0.0482,-0.0265,0.0286,-0.108,-0.0411,-0.0126,-0.0387,-0.0492,0.1894,0.0226,0.0537,-0.0498,0.0027
2022/05/25,-0.034,0.0016,-0.0692,-0.0483,0.0144,-0.1331,-0.0323,-0.0123,-0.0403,-0.0336,0.2359,0.0309,0.0527,-0.0498,0.0028
2022/05/26,-0.0372,-0.0024,-0.0669,-0.0536,0.0121,-0.1331,-0.0378,-0.0119,-0.037,-0.0394,0.237,0.0343,0.0546,-0.0514,0.0025
2022/05/27,-0.027,-0.0004,-0.0464,-0.0337,0.0193,-0.1353,-0.0351,-0.0124,-0.0325,-0.0352,0.2724,0.0229,0.0456,-0.043,0.0025
2022/05/30,-0.0217,0.0071,-0.0201,0.0034,0.0297,-0.129,-0.0362,-0.0123,-0.0255,-0.0268,0.2616,0.0173,0.0296,-0.0299,0.0026
2022/05/31,-0.0178,0.0142,-0.0289,0.0042,0.0309,-0.1193,-0.0455,-0.0146,-0.0243,-0.0334,0.2941,0.0138,0.0296,-0.0289,0.0026
2022/06/02,-0.0245,-0.0144,-0.0483,0.0109,0.0425,-0.1178,-0.0579,-0.0163,-0.0235,-0.0486,0.1163,0.0218,0.0394,-0.0379,0.0026
2022/06/03,-0.0374,-0.0383,-0.0458,0.0126,0.046,-0.0962,-0.0536,-0.0161,-0.0299,-0.0346,0.0863,0.0351,0.0315,-0.0315,0.0025
2022/06/07,-0.0185,-0.0238,-0.0387,0.1216,0.1078,-0.0595,-0.0594,-0.0177,-0.026,-0.0769,0.0025,0.0124,0.0253,-0.023,0.0023
2022/06/08,-0.0034,-0.0163,0.0017,0.1301,0.1449,-0.0467,-0.0526,-0.0174,-0.0217,-0.0806,0.0359,0,0.0142,-0.0146,0.0023
2022/06/09,-0.0064,-0.0072,-0.0086,0.1082,0.1477,-0.0573,-0.0551,-0.0161,-0.0196,-0.0806,0.0521,0.0011,0.0155,-0.0167,0.0026
2022/06/10,-0.0365,-0.0423,-0.0549,-0.0027,0.0778,-0.0249,-0.0549,-0.017,-0.0233,-0.0785,0.1756,0.0376,0.0313,-0.0321,0.0027
2022/06/13,-0.0671,-0.0837,-0.102,-0.0229,0.0756,-0.0391,-0.0674,-0.0214,-0.0381,-0.067,0.1704,0.068,0.0436,-0.0418,0.0022
2022/06/14,-0.0691,-0.0564,-0.103,-0.0377,0.0592,-0.0211,-0.0667,-0.0236,-0.0521,-0.0794,0.2059,0.069,0.0355,-0.0373,0.0021
2022/06/15,-0.0777,-0.0835,-0.1011,-0.0395,0.0359,0.0734,-0.0751,-0.0256,-0.05,-0.0632,0.2663,0.0795,0.0387,-0.0379,0.0017
2022/06/16,-0.0918,-0.1023,-0.1199,-0.0586,0.0235,0.0156,-0.0715,-0.0272,-0.0365,-0.0498,0.2253,0.0967,0.0417,-0.0399,0.0012
2022/06/17,-0.112,-0.1349,-0.1533,-0.1047,-0.0265,0.0211,-0.0806,-0.0301,-0.0499,-0.0479,0.2593,0.1212,0.0601,-0.0567,0.001
2022/06/20,-0.1282,-0.1611,-0.1616,-0.1094,-0.0363,0.0286,-0.0767,-0.0299,-0.0583,-0.0539,0.0944,0.1425,0.0649,-0.0648,0.0009
2022/06/21,-0.1142,-0.1371,-0.1624,-0.0906,-0.0154,0.0244,-0.0764,-0.028,-0.0521,-0.0516,0.0933,0.1226,0.0642,-0.062,0.0011
2022/06/22,-0.1443,-0.1736,-0.1654,-0.0985,-0.0374,0.0206,-0.0631,-0.0235,-0.0473,-0.0641,-0.0162,0.1632,0.0641,-0.0616,0.0012
2022/06/23,-0.1586,-0.21,-0.1698,-0.1193,-0.0651,0.0328,-0.0613,-0.0233,-0.0534,-0.0509,0.0074,0.1809,0.0717,-0.0687,0.0013
2022/06/24,-0.1369,-0.1579,-0.1453,-0.0908,-0.056,0.0477,-0.0556,-0.0215,-0.0567,-0.0667,-0.0364,0.151,0.0664,-0.0622,0.0014
2022/06/27,-0.1223,-0.1426,-0.1361,-0.0727,-0.0453,0.0685,-0.0607,-0.0226,-0.0555,-0.0691,0.0082,0.1319,0.0552,-0.0531,0.0013
2022/06/28,-0.1161,-0.1404,-0.1343,-0.0722,-0.0257,0.0857,-0.0439,-0.0159,-0.052,-0.0619,0.0709,0.1238,0.0466,-0.0444,0.0015
2022/06/29,-0.1354,-0.1774,-0.1654,-0.089,-0.0468,0.0861,-0.0487,-0.0181,-0.0529,-0.0589,0.1205,0.1488,0.0644,-0.0617,0.0017
2022/06/30,-0.1527,-0.1949,-0.1846,-0.1238,-0.0529,0.087,-0.0546,-0.0186,-0.0683,-0.0623,0.0924,0.1741,0.0739,-0.0686,0.0016
2022/07/01,-0.1575,-0.2099,-0.1746,-0.1094,-0.0653,0.0715,-0.0323,-0.0143,-0.0658,-0.078,0.1112,0.1791,0.0684,-0.0641,0.0013
2022/07/04,-0.1612,-0.2188,-0.1633,-0.1067,-0.0582,0.0653,-0.0272,-0.0116,-0.0697,-0.0632,0.1345,0.186,0.0699,-0.0651,0.0011
2022/07/05,-0.1471,-0.1879,-0.1616,-0.1036,-0.0494,0.0583,-0.0176,-0.0112,-0.0735,-0.069,0.0955,0.1659,0.0733,-0.0683,0.0014
2022/07/06,-0.1578,-0.1865,-0.1581,-0.122,-0.0473,0.0558,-0.0059,-0.0043,-0.071,-0.0865,0.0227,0.1803,0.0738,-0.0701,0.0014
2022/07/07,-0.1294,-0.1611,-0.14,-0.0795,-0.0149,0.0678,-0.0059,-0.007,-0.0661,-0.099,0.0525,0.1403,0.0668,-0.0648,0.0013
2022/07/08,-0.1252,-0.1606,-0.1399,-0.0799,-0.019,0.0643,-0.0093,-0.0064,-0.0559,-0.1036,0.0973,0.1334,0.0633,-0.0603,0.001
2022/07/11,-0.1301,-0.1368,-0.1355,-0.0888,-0.0025,0.063,0.0011,-0.0021,-0.0488,-0.111,0.1063,0.1414,0.0573,-0.0559,0.0012
2022/07/12,-0.1302,-0.1469,-0.1293,-0.0805,-0.0046,0.0531,0.0044,-0.0024,-0.041,-0.1237,0.0823,0.1412,0.0627,-0.0609,0.0012
2022/07/13,-0.142,-0.1417,-0.1367,-0.0863,-0.0174,0.045,0.0076,-0.0034,-0.0494,-0.131,-0.0099,0.1567,0.0669,-0.0637,0.0003
2022/07/14,-0.1402,-0.1409,-0.1511,-0.0952,-0.0223,0.0434,0.0003,-0.0068,-0.0526,-0.1326,-0.0225,0.1535,0.0721,-0.0673,0.0014
2022/07/15,-0.1247,-0.1372,-0.1369,-0.0928,-0.0134,0.0453,0.0099,-0.0063,-0.0627,-0.1411,-0.0432,0.1335,0.0796,-0.075,0.001
2022/07/18,-0.106,-0.1197,-0.1133,-0.067,0.013,0.0504,0.0145,-0.0032,-0.0458,-0.146,-0.0377,0.1099,0.0697,-0.0661,0.001
2022/07/19,-0.1193,-0.1334,-0.1299,-0.079,0.0014,0.053,0.0139,-0.0064,-0.0484,-0.1422,-0.0131,0.126,0.0636,-0.0614,0.0009
2022/07/20,-0.112,-0.1145,-0.1107,-0.0467,0.0201,0.0685,0.0025,-0.0072,-0.0473,-0.1272,0.0243,0.1167,0.0637,-0.0603,0.0008
2022/07/21,-0.1063,-0.1072,-0.1159,-0.0703,0.0085,0.0884,-0.0002,-0.0077,-0.0341,-0.1417,0.0164,0.1092,0.0585,-0.0561,0.0009
2022/07/22,-0.102,-0.1104,-0.0937,-0.0634,0.0201,0.0769,0.0101,-0.0047,-0.0371,-0.1277,0.0146,0.1045,0.0607,-0.0588,0.0011
2022/07/25,-0.0838,-0.0796,-0.0689,-0.0428,0.0418,0.1229,0.0056,-0.0057,-0.0302,-0.1061,0.0193,0.0816,0.0525,-0.0507,0.001
2022/07/26,-0.0844,-0.0965,-0.0802,-0.0444,0.038,0.1458,0.0072,-0.0067,-0.0302,-0.1017,0.0575,0.0819,0.0484,-0.0474,0.0011
2022/07/27,-0.0732,-0.0753,-0.0597,-0.0325,0.0498,0.1118,0.0086,-0.007,-0.0252,-0.1019,-0.0039,0.0698,0.0394,-0.0391,0.0008
2022/07/28,-0.0763,-0.0713,-0.0514,-0.0225,0.0273,0.098,0.0046,-0.0044,-0.0261,-0.0787,0.0436,0.0751,0.0227,-0.0238,0.0009
2022/07/29,-0.086,-0.0849,-0.0425,-0.0193,0.0271,0.0647,0.0154,-0.0018,-0.0153,-0.0837,-0.0227,0.0853,0.0369,-0.0361,0.001
2022/08/01,-0.0864,-0.0841,-0.0395,-0.012,0.0341,0.0701,0.0122,-0.0035,-0.0083,-0.086,-0.0151,0.0865,0.0405,-0.0383,0.0011
2022/08/02,-0.0879,-0.0781,-0.015,-0.0051,0.0293,0.0675,0.0293,0.0001,-0.012,-0.0672,-0.0271,0.0884,0.0335,-0.0336,0.0014
2022/08/03,-0.0793,-0.071,-0.017,0.0008,0.0292,0.0524,0.0298,-0.0007,-0.0025,-0.0547,-0.0344,0.0781,0.0362,-0.0353,0.0014
2022/08/04,-0.0769,-0.045,-0.0097,0.0109,0.0333,0.0482,0.0334,0.0016,-0.0108,-0.0585,-0.0654,0.0747,0.0375,-0.0353,0.0015
2022/08/05,-0.0708,-0.034,-0.0069,0.0101,0.0403,0.0527,0.0346,0.0026,-0.0083,-0.0474,-0.0779,0.0657,0.0286,-0.027,0.0017
2022/08/08,-0.0594,-0.015,-0.0003,0.0278,0.0417,0.0883,0.0284,0.0002,0.0046,-0.0613,-0.1166,0.0547,0.0289,-0.0288,0.0017
2022/08/09,-0.0474,0.0174,0.0116,0.0454,0.0538,0.1009,0.0277,-0.001,0.0113,-0.0535,-0.1134,0.0421,0.0262,-0.025,0.0015
2022/08/10,-0.0536,-0.0004,0.0195,0.0462,0.06,0.0784,0.0232,-0.0026,0.0084,-0.0466,-0.0624,0.0496,0.0302,-0.0284,0.0017
2022/08/11,-0.0378,-0.0085,0.047,0.0551,0.0558,0.0805,0.0094,-0.0028,0.0173,-0.0367,-0.0408,0.0297,0.0239,-0.0244,0.0019
2022/08/12,-0.018,0.0332,0.0714,0.0613,0.1043,0.0957,-0.0038,-0.0053,0.0156,-0.0401,-0.0327,0.0097,0.0114,-0.0107,0.0018
2022/08/16,-0.0345,0.0021,0.0717,0.0396,0.0897,0.0789,0.017,-0.0007,0.0228,-0.0206,-0.1191,0.0287,0.0225,-0.0196,0.0019
2022/08/17,-0.0486,-0.0222,0.0668,0.0365,0.098,0.0872,0.0139,-0.001,0.0186,-0.0341,-0.1616,0.0435,0.0279,-0.0267,0.0021
2022/08/18,-0.054,-0.0403,0.0433,0.0117,0.0834,0.0859,0.0156,-0.0005,0.0256,-0.034,-0.1474,0.0492,0.0442,-0.0414,0.0024
2022/08/19,-0.0458,-0.0386,0.0871,0.0342,0.1121,0.0813,0.0063,-0.004,0.0238,-0.0381,-0.1126,0.0396,0.0407,-0.0395,0.0024
2022/08/22,-0.0747,-0.0877,0.0698,0.0127,0.0761,0.0648,-0.0022,-0.0053,0.0209,-0.0631,-0.1295,0.0753,0.0593,-0.0537,0.0022
2022/08/23,-0.0893,-0.1121,0.0403,-0.0157,0.0535,0.0683,-0.0017,-0.0059,0.0076,-0.0709,-0.1191,0.0912,0.0676,-0.0623,0.0023
2022/08/24,-0.0684,-0.0721,0.047,-0.0063,0.0632,0.0613,-0.0117,-0.0068,0.0081,-0.0642,-0.0755,0.0675,0.0643,-0.0585,0.0021
2022/08/25,-0.0614,-0.0651,0.0532,0.0047,0.0687,0.0689,-0.0276,-0.011,0.0089,-0.0596,-0.078,0.0577,0.0581,-0.0541,0.0016
2022/08/26,-0.0577,-0.0733,0.0543,0.0143,0.0771,0.0724,-0.0244,-0.0111,0.0101,-0.0543,-0.0931,0.0542,0.0535,-0.0498,0.0019
2022/08/29,-0.09,-0.1082,-0.0102,-0.0442,0.0429,0.0696,-0.033,-0.0138,-0.0029,-0.0782,-0.1166,0.0906,0.0774,-0.0707,0.0018
2022/08/30,-0.0919,-0.0946,-0.0389,-0.0605,0.0358,0.0642,-0.0328,-0.0144,-0.0154,-0.0762,-0.1011,0.0941,0.0914,-0.0822,0.002
2022/08/31,-0.0886,-0.0904,-0.0386,-0.0608,0.0313,0.0545,-0.0282,-0.0142,-0.022,-0.0763,-0.1637,0.0899,0.085,-0.0762,0.002
2022/09/01,-0.1092,-0.1157,-0.058,-0.0862,0.0097,0.054,-0.0309,-0.0146,-0.0327,-0.0864,-0.1947,0.1172,0.0973,-0.087,0.0021
2022/09/02,-0.1045,-0.1052,-0.0357,-0.0715,0.0088,0.0387,-0.019,-0.0125,-0.0315,-0.0873,-0.1637,0.1102,0.0912,-0.0825,0.0021
2022/09/05,-0.1094,-0.1179,-0.0612,-0.0955,-0.0003,0.0225,-0.0146,-0.0098,-0.0262,-0.0908,-0.1778,0.1154,0.1088,-0.0976,0.0021
2022/09/06,-0.1094,-0.1108,-0.0592,-0.0944,0.0005,0.0313,-0.0177,-0.0112,-0.03,-0.0865,-0.1761,0.1154,0.1084,-0.097,0.0023
2022/09/07,-0.1057,-0.1024,-0.0502,-0.096,-0.0192,0.0251,-0.0098,-0.0082,-0.0304,-0.0841,-0.2275,0.1122,0.1051,-0.0938,0.003
2022/09/08,-0.1059,-0.0834,-0.0406,-0.0707,-0.0032,0.0173,-0.0059,-0.0068,-0.0188,-0.0764,-0.258,0.1102,0.1046,-0.0925,0.003
2022/09/13,-0.0311,-0.0119,0.077,0.0414,0.0652,0.0345,0.0075,-0.0025,0.0128,-0.0829,-0.2025,0.0255,0.0739,-0.0678,0.0032
2022/09/14,-0.0464,-0.0458,0.036,0.0086,0.0462,0.0263,0.0085,-0.0006,0.0177,-0.0765,-0.226,0.0423,0.0858,-0.0753,0.0033
2022/09/15,-0.0346,-0.0279,0.051,0.0189,0.0658,-0.0248,0.008,0.0001,0.0178,-0.079,-0.2012,0.029,0.0859,-0.076,0.0036
2022/09/16,-0.0408,-0.0514,0.027,-0.002,0.0488,-0.0354,0.005,-0.0005,0.003,-0.1004,-0.2119,0.0373,0.0853,-0.078,0.0041
2022/09/19,-0.0405,-0.0622,0.0435,0.0172,0.0679,-0.0515,0.0076,0.0017,0.0104,-0.1059,-0.2244,0.036,0.0874,-0.078,0.0042
2022/09/20,-0.0215,-0.0268,0.0589,0.0249,0.0794,-0.0637,0.0049,0.0006,0.0065,-0.0986,-0.1724,0.0162,0.0824,-0.0732,0.0044
2022/09/21,-0.0361,-0.0506,0.034,-0.0021,0.0523,-0.06,-0.0015,-0.0015,0.0078,-0.0933,-0.1873,0.0337,0.0835,-0.0729,0.0042
2022/09/22,-0.0218,-0.017,0.0154,0.0038,0.045,-0.0666,-0.0158,-0.0066,0.0043,-0.0975,-0.1633,0.0179,0.0947,-0.0827,0.0039
2022/09/23,-0.0259,-0.0114,-0.0018,-0.0034,0.0421,-0.0749,-0.027,-0.0093,0.0026,-0.0931,-0.1648,0.0227,0.0874,-0.0784,0.0035
2022/09/26,-0.0694,-0.1068,-0.0433,-0.042,0.0057,-0.0897,-0.0458,-0.0154,-0.0074,-0.1083,-0.2219,0.0716,0.1075,-0.0941,0.0031
2022/09/27,-0.0794,-0.1078,-0.0574,-0.0412,-0.0037,-0.0909,-0.0331,-0.0108,-0.0078,-0.116,-0.2349,0.0828,0.1117,-0.0993,0.0031
2022/09/28,-0.1089,-0.1254,-0.0748,-0.0742,-0.0258,-0.1054,-0.041,-0.0132,-0.0212,-0.1202,-0.2666,0.1164,0.1273,-0.112,0.0031
2022/09/29,-0.0934,-0.0983,-0.0367,-0.0636,-0.0082,-0.1049,-0.0383,-0.0125,-0.0052,-0.1043,-0.2333,0.0972,0.1137,-0.0998,0.0033
2022/09/30,-0.0822,-0.0901,-0.0361,-0.0436,-0.0143,-0.1092,-0.0303,-0.0108,-0.0026,-0.089,-0.222,0.0836,0.1075,-0.0947,0.0038
2022/10/04,-0.0506,-0.0272,-0.0272,-0.0238,0.0452,-0.1113,-0.0352,-0.0093,0.0101,-0.0658,-0.1912,0.0483,0.1024,-0.0917,0.0045
2022/10/05,-0.0653,-0.0936,-0.0203,-0.0042,0.037,-0.0857,-0.0469,-0.0109,0.0136,-0.054,-0.1752,0.0651,0.0896,-0.0812,0.0045
2022/10/06,-0.033,-0.0493,-0.0087,0.0365,0.0636,-0.0711,-0.0581,-0.0149,0.0114,-0.0308,-0.0783,0.0304,0.0778,-0.0696,0.005
2022/10/07,-0.0556,-0.0908,-0.0364,-0.0163,0.0346,-0.1001,-0.0656,-0.0166,0.0184,-0.0261,-0.0616,0.056,0.0926,-0.0807,0.0049
2022/10/11,-0.0747,-0.1305,-0.0722,-0.0252,0.0088,-0.1049,-0.0657,-0.0175,0.0013,-0.0468,-0.0716,0.0779,0.1076,-0.0933,0.0051
2022/10/12,-0.0578,-0.1022,-0.0594,-0.0182,0.0185,-0.1093,-0.0528,-0.0135,-0.0069,-0.0384,-0.0751,0.0584,0.0909,-0.0803,0.0047
2022/10/13,-0.0777,-0.1459,-0.0684,-0.0391,0.0006,-0.1042,-0.067,-0.0172,-0.0048,-0.0385,-0.0512,0.0827,0.0994,-0.0869,0.0057
2022/10/14,-0.0518,-0.1049,-0.027,0.0004,0.0282,-0.0899,-0.0631,-0.0153,-0.0022,-0.0368,-0.031,0.0516,0.0949,-0.0836,0.0049
2022/10/17,-0.0569,-0.106,-0.0502,-0.0064,0.0167,-0.0872,-0.0671,-0.0171,-0.0018,-0.0372,-0.0562,0.0569,0.0887,-0.0771,0.005
2022/10/18,-0.0654,-0.0948,-0.0391,-0.0004,0.0156,-0.0932,-0.0717,-0.0174,-0.0017,-0.0392,-0.0783,0.0663,0.0849,-0.0748,0.0049
2022/10/19,-0.0699,-0.114,-0.0309,0.0079,0.0199,-0.1079,-0.0795,-0.0185,-0.0069,-0.0442,-0.1364,0.0722,0.0912,-0.0809,0.0049
2022/10/20,-0.0858,-0.1458,-0.0704,-0.0329,-0.0191,-0.1082,-0.0735,-0.0182,-0.0026,-0.0504,-0.1053,0.0891,0.0978,-0.086,0.0049
2022/10/21,-0.0938,-0.1495,-0.0813,-0.0356,-0.0237,-0.1054,-0.091,-0.0217,-0.0153,-0.046,-0.1175,0.1005,0.1071,-0.0932,0.0044
2022/10/24,-0.0796,-0.1118,-0.0578,-0.0198,-0.0156,-0.1244,-0.0831,-0.0215,-0.0086,-0.0435,-0.1076,0.0823,0.102,-0.0895,0.004
2022/10/25,-0.0818,-0.1175,-0.0395,0.0004,-0.0071,-0.1366,-0.0829,-0.0202,-0.0119,-0.0485,-0.0659,0.0847,0.0972,-0.0855,0.0039
2022/10/26,-0.0788,-0.1237,-0.0367,0.0016,0.0022,-0.1336,-0.0749,-0.0208,-0.0081,-0.0412,-0.1097,0.082,0.0945,-0.084,0.0038
2022/10/27,-0.0631,-0.1078,-0.0293,0.0101,0.0005,-0.1289,-0.0801,-0.019,-0.0072,-0.0382,-0.053,0.0611,0.0852,-0.0768,0.0039
2022/10/28,-0.0811,-0.1246,-0.0612,-0.0151,-0.0088,-0.1449,-0.0692,-0.0209,-0.0026,-0.0528,-0.0825,0.0824,0.0987,-0.0869,0.0036
2022/10/31,-0.0715,-0.1198,-0.0532,-0.0169,0.0035,-0.1477,-0.0801,-0.0244,-0.0135,-0.0774,-0.0726,0.0713,0.1003,-0.0886,0.0035
2022/11/01,-0.0569,-0.1171,-0.0549,-0.0125,-0.0003,-0.1376,-0.0707,-0.0211,-0.0247,-0.0742,-0.0711,0.0545,0.0909,-0.082,0.0034
2022/11/02,-0.0535,-0.1199,-0.0605,-0.002,0.0104,-0.1053,-0.0757,-0.0221,-0.0134,-0.0754,-0.0228,0.051,0.0922,-0.0805,0.0033
2022/11/03,-0.0654,-0.1453,-0.0851,-0.0275,0.0123,-0.1114,-0.0762,-0.023,-0.0164,-0.0824,-0.0287,0.0651,0.0918,-0.0824,0.0032
2022/11/04,-0.0619,-0.1651,-0.103,-0.037,-0.0146,-0.0763,-0.0732,-0.0224,-0.0273,-0.0761,0.0206,0.0601,0.0879,-0.0789,0.0031
2022/11/07,-0.0581,-0.1665,-0.0973,-0.0104,-0.0164,-0.0878,-0.0803,-0.0251,-0.0218,-0.0723,0.0469,0.0574,0.0839,-0.0766,0.0029
2022/11/08,-0.0428,-0.1426,-0.0859,-0.0004,0.0016,-0.1038,-0.0752,-0.0222,-0.0322,-0.0657,0.0437,0.0392,0.0635,-0.0599,0.0029
2022/11/09,-0.0364,-0.1522,-0.0808,0.0039,-0.0016,-0.126,-0.0713,-0.022,-0.037,-0.0498,0.0103,0.0319,0.051,-0.0484,0.0029
2022/11/10,-0.0371,-0.1456,-0.0903,0.0086,-0.0019,-0.1216,-0.0619,-0.0195,-0.0288,-0.0514,-0.0135,0.0304,0.0547,-0.0498,0.0031
2022/11/11,-0.0149,-0.1112,-0.0607,0.0365,0.0273,-0.1282,-0.0435,-0.0168,-0.0252,-0.023,-0.0101,0.0075,0.0165,-0.0165,0.0034
2022/11/14,-0.0248,-0.1183,-0.0623,0.0385,-0.0072,-0.1125,-0.042,-0.0167,-0.0191,-0.0238,-0.0288,0.0193,0.0238,-0.0216,0.0033
2022/11/15,-0.0221,-0.0915,-0.0619,0.0455,-0.0093,-0.1032,-0.0378,-0.0149,-0.0154,-0.0188,-0.0586,0.0172,0.0169,-0.0154,0.0034
2022/11/16,-0.0264,-0.1018,-0.0743,0.0327,-0.0189,-0.0924,-0.0523,-0.0193,-0.0305,-0.0109,0.001,0.0193,0.0177,-0.0171,0.0035
2022/11/17,-0.0343,-0.1025,-0.083,0.0193,-0.0357,-0.1094,-0.0435,-0.0186,-0.0249,-0.0151,-0.0042,0.0278,0.0276,-0.0223,0.0035
2022/11/18,-0.0328,-0.1096,-0.0813,0.0435,-0.0284,-0.1084,-0.0401,-0.0185,-0.0191,-0.0072,-0.0348,0.0277,0.0197,-0.0202,0.0033
2022/11/21,-0.0347,-0.1145,-0.0794,0.0465,-0.0261,-0.1116,-0.0294,-0.0159,-0.0175,-0.0132,-0.0805,0.0286,0.0281,-0.0249,0.0036
2022/11/22,-0.029,-0.1069,-0.0665,0.066,-0.0071,-0.1195,-0.0269,-0.0158,-0.0167,-0.009,-0.0728,0.024,0.0173,-0.0158,0.0038
2022/11/23,-0.01,-0.0613,-0.0351,0.093,0.0043,-0.1172,-0.0261,-0.016,0,-0.0069,-0.0823,0.0031,0.0092,-0.01,0.0039
2022/11/24,-0.0048,-0.0613,-0.0283,0.0903,0.0131,-0.1155,-0.0092,-0.0125,0.0017,-0.0026,-0.1476,-0.001,-0.0067,0.0047,0.0046
2022/11/25,-0.0203,-0.0934,-0.0403,0.0784,0.0005,-0.1137,0.0041,-0.0083,0.0008,-0.0094,-0.1516,0.0147,-0.0025,0.0029,0.0052
2022/11/28,-0.0329,-0.1049,-0.0522,0.0706,-0.0005,-0.1346,0.0075,-0.0087,-0.0029,-0.0115,-0.1807,0.0283,0.0123,-0.0116,0.0053
